Tiempo (s),Sensor 1,Sensor 2,Sensor 3,Sensor 4 (ambiente)
0.01,21.75,27.31,20.06,20.44
1.67,21.87,28.44,20.25,20.37
3.34,21.87,29.56,20.69,20.37
5.04,22.0,30.69,21.56,20.44
6.74,22.0,31.81,21.87,20.44
8.43,22.12,32.94,21.94,20.44
10.12,22.31,33.94,22.12,20.37
11.8,22.5,34.94,22.25,20.44
13.51,23.12,35.94,22.37,20.44
15.2,23.5,36.88,22.56,20.44
16.89,23.87,38.0,24.06,20.44
18.58,24.0,39.13,25.75,20.44
20.27,24.12,40.19,27.06,20.44
21.95,24.31,41.25,28.12,20.44
23.65,24.56,43.44,29.12,20.44
25.34,24.75,45.31,30.06,20.44
27.03,24.94,46.63,30.94,20.44
28.71,25.19,47.38,31.62,20.44
30.41,25.81,48.19,32.38,20.5
32.1,26.0,49.06,33.0,20.44
33.79,26.19,50.0,33.63,20.44
35.48,26.56,51.0,34.56,20.5
37.17,27.37,52.13,35.31,20.44
38.85,28.31,53.25,35.94,20.44
40.54,29.87,54.44,36.56,20.44
42.23,30.56,55.5,37.06,20.44
43.9,31.5,56.56,37.06,20.37
45.59,32.38,57.56,37.13,20.37
47.29,33.19,58.69,37.88,20.37
48.97,33.94,59.75,38.81,20.44
50.66,34.69,60.75,39.56,20.44
52.35,35.31,61.69,40.06,20.44
54.04,35.94,62.5,40.63,20.37
55.72,36.56,63.44,41.19,20.37
57.42,37.25,64.19,41.75,20.37
59.1,37.75,65.0,42.31,20.44
60.79,38.19,65.75,43.0,20.37
62.46,38.56,66.37,43.69,20.44
64.16,38.81,67.0,44.25,20.44
65.84,39.13,67.69,44.63,20.5
66.91,39.13,67.69,44.63,20.5
68.59,39.88,69.12,45.5,20.5
69.65,39.88,69.12,45.5,20.5
71.34,41.75,70.69,44.94,20.5
72.4,41.75,70.69,44.94,20.5
74.09,44.25,72.19,43.88,20.5
75.15,44.25,72.19,43.88,20.5
76.83,46.19,73.56,42.38,20.56
78.52,47.25,74.44,41.63,20.56
80.2,48.31,75.0,40.88,20.56
81.89,49.25,75.44,40.75,20.56
82.95,49.25,75.44,40.75,20.56
84.64,50.63,76.19,40.56,20.56
85.69,50.63,76.19,40.56,20.56
87.39,51.94,76.94,40.31,20.5
88.45,51.94,76.94,40.31,20.5
90.13,53.13,77.62,39.56,20.5
91.2,53.13,77.62,39.56,20.5
92.89,54.06,77.94,39.0,20.5
93.95,54.06,77.94,39.0,20.5
95.62,54.75,78.37,39.5,20.5
96.69,54.75,78.37,39.5,20.5
98.38,55.19,78.94,40.63,20.5
99.44,55.19,78.94,40.63,20.5
101.12,55.38,79.5,42.44,20.5
102.19,55.38,79.5,42.44,20.5
103.87,55.56,80.0,45.25,20.56
104.93,55.56,80.0,45.25,20.56
106.62,55.94,80.06,47.44,20.56
108.29,56.19,79.94,48.44,20.56
109.99,56.38,79.94,49.38,20.56
111.66,56.5,80.0,50.38,20.56
112.74,56.5,80.0,50.38,20.56
114.42,56.56,80.0,51.63,20.62
115.48,56.56,80.0,51.63,20.62
117.16,56.75,80.0,52.63,20.62
118.22,56.75,80.0,52.63,20.62
119.9,56.81,79.94,53.44,20.69
120.96,56.81,79.94,53.44,20.69
122.64,57.25,79.69,53.69,20.69
123.71,57.25,79.69,53.69,20.69
125.39,57.44,79.62,54.31,20.69
126.46,57.44,79.62,54.31,20.69
128.13,57.44,80.0,54.88,20.75
129.2,57.44,80.0,54.88,20.75
130.87,57.63,79.75,54.88,20.75
131.95,57.63,79.75,54.88,20.75
133.63,57.94,79.44,54.75,20.75
134.68,57.94,79.44,54.75,20.75
136.37,58.19,79.19,54.75,20.81
138.05,58.31,79.0,54.75,20.75
139.12,58.31,79.0,54.75,20.75
140.8,58.5,78.75,54.69,20.75
141.86,58.5,78.75,54.69,20.75
143.53,58.81,78.37,54.44,20.75
144.61,58.81,78.37,54.44,20.75
146.28,59.13,77.94,54.0,20.75
147.97,59.19,77.56,53.94,20.75
149.04,59.19,77.56,53.94,20.75
150.71,59.44,77.12,54.31,20.75
151.78,59.44,77.12,54.31,20.75
153.46,59.63,76.69,54.44,20.75
154.52,59.63,76.69,54.44,20.75
156.21,59.69,76.31,54.56,20.69
157.88,59.56,76.25,54.94,20.69
158.95,59.56,76.25,54.94,20.69
160.63,59.44,76.06,55.44,20.75
161.7,59.44,76.06,55.44,20.75
163.38,59.31,76.0,55.63,20.81
164.43,59.31,76.0,55.63,20.81
166.12,59.25,75.81,55.63,20.81
167.17,59.25,75.81,55.63,20.81
168.86,59.25,75.69,55.63,20.75
169.92,59.25,75.69,55.63,20.75
171.6,59.38,75.5,55.56,20.81
173.29,59.44,75.19,55.56,20.75
174.35,59.44,75.19,55.56,20.75
176.02,59.5,74.87,55.75,20.81
177.72,59.44,74.62,55.69,20.81
178.78,59.44,74.62,55.69,20.81
180.45,59.63,74.25,55.38,20.81
181.52,59.63,74.25,55.38,20.81
183.21,59.69,73.94,55.44,20.81
184.27,59.69,73.94,55.44,20.81
185.94,59.63,73.62,55.13,20.81
187.01,59.63,73.62,55.13,20.81
188.69,59.56,73.31,55.19,20.87
189.76,59.56,73.31,55.19,20.87
191.44,59.5,73.06,55.0,20.87
192.5,59.5,73.06,55.0,20.87
194.18,59.19,72.75,55.06,20.94
195.23,59.19,72.75,55.06,20.94
196.93,59.13,72.44,55.44,20.94
197.98,59.13,72.44,55.44,20.94
199.66,59.06,72.19,55.69,21.0
200.73,59.06,72.19,55.69,21.0
202.41,59.0,71.94,55.75,21.0
203.47,59.0,71.94,55.75,21.0
205.16,58.81,71.87,56.06,21.0
206.21,58.81,71.87,56.06,21.0
207.89,58.44,71.75,56.56,21.06
208.96,58.44,71.75,56.56,21.06
210.64,58.0,71.44,56.81,21.12
211.71,58.0,71.44,56.81,21.12
213.39,57.94,71.25,56.81,21.19
214.45,57.94,71.25,56.81,21.19
216.12,57.06,70.69,55.31,21.19
217.19,57.06,70.69,55.31,21.19
218.86,56.13,70.06,54.5,21.25
219.93,56.13,70.06,54.5,21.25
221.62,55.0,69.5,53.69,21.25
222.68,55.0,69.5,53.69,21.25
224.36,54.56,69.0,52.94,21.31
225.43,54.56,69.0,52.94,21.31
227.1,54.0,68.5,51.75,21.31
228.17,54.0,68.5,51.75,21.31
229.85,53.5,67.94,50.5,21.31
231.54,53.38,67.69,50.06,21.37
233.23,54.19,67.56,49.0,21.37
234.91,54.81,67.44,47.75,21.37
235.97,54.81,67.44,47.75,21.37
237.65,55.63,67.19,46.13,21.37
238.72,55.63,67.19,46.13,21.37
240.4,56.31,67.0,44.63,21.44
242.08,56.63,66.75,43.69,21.44
243.77,56.88,67.25,44.13,21.44
244.83,56.88,67.25,44.13,21.44
246.51,57.31,68.81,44.5,21.44
247.58,57.31,68.81,44.5,21.44
249.26,57.56,70.56,44.63,21.44
250.32,57.56,70.56,44.63,21.44
252.01,57.69,71.62,44.75,21.5
253.08,57.69,71.62,44.75,21.5
254.76,57.81,72.12,44.56,21.5
255.82,57.81,72.12,44.56,21.5
257.5,58.06,72.19,44.5,21.5
258.57,58.06,72.19,44.5,21.5
260.25,58.25,72.06,44.69,21.44
261.94,58.25,71.69,44.69,21.44
263.0,58.25,71.69,44.69,21.44
264.68,58.25,71.44,43.94,21.37
265.74,58.25,71.44,43.94,21.37
267.42,58.38,71.06,42.88,21.37
268.49,58.38,71.06,42.88,21.37
270.18,58.31,70.94,42.5,21.37
271.86,58.31,70.37,42.38,21.31
272.92,58.31,70.37,42.38,21.31
274.6,58.25,69.37,41.56,21.31
275.67,58.25,69.37,41.56,21.31
277.36,58.06,69.5,40.94,21.31
278.42,58.06,69.5,40.94,21.31
280.11,57.94,69.87,41.0,21.37
281.17,57.94,69.87,41.0,21.37
282.85,57.88,69.37,41.06,21.37
283.91,57.88,69.37,41.06,21.37
285.6,57.75,68.56,40.94,21.37
286.66,57.75,68.56,40.94,21.37
288.35,57.69,68.62,40.88,21.37
289.41,57.69,68.62,40.88,21.37
291.1,57.69,69.12,40.69,21.44
292.16,57.69,69.12,40.69,21.44
293.84,57.63,69.44,40.69,21.44
294.9,57.63,69.44,40.69,21.44
296.58,57.56,69.56,40.63,21.44
297.65,57.56,69.56,40.63,21.44
299.33,57.56,69.69,40.44,21.5
301.03,57.5,69.94,40.31,21.5
302.08,57.5,69.94,40.31,21.5
303.78,57.44,70.44,39.94,21.5
304.83,57.44,70.44,39.94,21.5
306.52,57.31,70.87,39.75,21.56
307.58,57.31,70.87,39.75,21.56
309.26,57.19,70.87,39.75,21.56
310.32,57.19,70.87,39.75,21.56
312.02,57.0,70.87,39.38,21.56
313.7,56.75,70.69,39.25,21.62
314.77,56.75,70.69,39.25,21.62
316.45,56.5,70.37,38.88,21.62
317.51,56.5,70.37,38.88,21.62
319.2,56.44,70.25,38.69,21.69
320.26,56.44,70.25,38.69,21.69
321.95,56.31,70.25,38.56,21.75
323.0,56.31,70.25,38.56,21.75
324.7,56.25,70.06,38.31,21.75
325.75,56.25,70.06,38.31,21.75
327.44,56.19,69.81,38.19,21.81
328.49,56.19,69.81,38.19,21.81
330.19,55.81,69.44,38.06,21.81
331.24,55.81,69.44,38.06,21.81
332.94,55.5,69.12,37.63,21.87
334.0,55.5,69.12,37.63,21.87
335.68,55.19,68.69,37.56,21.87
336.75,55.19,68.69,37.56,21.87
338.44,54.94,68.37,37.5,21.87
339.5,54.94,68.37,37.5,21.87
341.19,54.88,67.87,37.44,21.94
342.25,54.88,67.87,37.44,21.94
343.92,54.88,67.37,37.25,21.94
344.99,54.88,67.37,37.25,21.94
346.68,54.63,67.06,37.25,21.94
347.74,54.63,67.06,37.25,21.94
349.43,54.0,66.94,37.13,21.94
351.12,54.0,66.94,37.0,21.94
352.8,53.88,66.81,36.75,22.0
354.48,53.75,66.69,36.88,22.0
356.17,53.63,66.56,36.81,22.0
357.87,53.44,66.56,36.75,22.0
359.56,53.25,66.62,36.69,22.0
361.25,53.13,66.62,36.63,22.0
362.92,53.0,66.56,36.63,22.0
364.62,52.88,66.44,36.56,22.06
366.3,52.81,66.31,36.69,22.06
368.0,52.81,66.19,36.63,22.12
369.68,52.88,65.75,36.31,22.12
371.37,52.88,65.44,36.0,22.06
373.06,52.88,65.12,36.0,22.06
374.75,52.88,64.69,35.81,22.06
376.43,52.81,64.56,35.94,22.0
378.12,52.75,64.31,35.63,22.0
379.81,52.75,63.94,35.06,21.94
381.5,52.69,63.56,34.63,21.94
383.18,52.69,63.31,34.38,21.87
384.88,52.63,63.0,34.38,21.87
386.56,52.56,62.38,33.88,21.87
400.89,52.5,62.0,33.44,21.81
400.96,52.5,61.63,33.19,21.81
401.02,52.44,61.31,33.0,21.81
401.05,52.44,60.88,32.81,21.87
401.08,52.38,60.56,32.69,21.81
401.1,52.38,60.38,32.44,21.81
401.12,52.25,60.25,32.13,21.81
401.13,52.25,60.13,31.94,21.81
401.77,52.13,60.06,32.13,21.87
403.46,52.06,60.0,32.5,21.87
405.14,52.06,59.75,32.63,21.87
406.83,52.0,59.63,32.75,21.87
408.51,51.94,59.38,32.81,21.87
410.21,51.88,58.88,32.88,21.87
411.9,51.81,58.44,32.88,21.81
413.59,51.75,58.25,32.81,21.75
415.26,51.69,57.81,32.56,21.75
416.96,51.63,57.69,32.56,21.81
418.66,51.63,57.75,32.56,21.81
420.34,51.63,57.56,32.63,21.87
422.02,51.56,57.19,32.63,21.81
423.72,51.5,57.13,32.25,21.81
425.41,51.38,57.06,32.19,21.81
427.1,51.25,57.06,32.13,21.87
428.79,51.19,57.06,32.31,21.87
430.47,51.19,56.75,32.25,21.87
432.16,51.13,56.63,32.25,21.87
433.85,51.06,56.5,32.19,21.87
435.53,51.0,56.5,32.25,21.87
437.23,50.88,56.5,32.25,21.87
438.92,50.81,56.56,32.19,21.94
440.61,50.69,56.69,32.13,21.94
442.3,50.5,56.88,32.13,22.0
443.98,50.13,56.88,32.13,22.0
445.68,49.69,56.94,32.13,22.0
447.37,49.19,56.88,32.19,22.0
449.06,48.88,56.94,32.19,22.06
450.75,48.69,56.88,32.06,22.06
452.44,48.88,56.75,31.81,22.06
454.12,48.69,56.63,31.87,22.12
455.81,48.19,56.38,32.0,22.06
457.49,47.88,56.19,32.06,22.06
459.19,47.63,55.88,32.06,22.06
460.87,47.56,55.81,32.06,22.06
462.57,47.5,55.75,32.06,22.06
464.25,47.56,55.56,31.94,22.12
465.95,47.69,55.25,31.87,22.12
467.64,47.69,55.06,31.81,22.12
469.31,47.69,55.06,31.81,22.12
471.01,47.81,55.06,31.75,22.12
472.7,47.88,55.0,31.69,22.19
474.39,47.94,55.06,31.62,22.12
476.08,47.88,55.06,31.5,22.12
477.77,47.75,55.06,31.5,22.19
479.46,47.81,55.06,31.56,22.19
481.14,47.88,54.88,31.69,22.19
482.84,47.88,54.63,31.69,22.19
484.53,47.88,54.44,31.62,22.19
486.22,47.88,54.44,31.69,22.19
487.9,47.88,54.19,31.31,22.19
489.6,47.88,53.94,31.12,22.19
491.27,47.81,53.88,31.12,22.12
492.98,47.81,53.69,31.19,22.12
494.66,47.75,53.63,31.25,22.12
496.35,47.69,53.5,31.37,22.12
498.04,47.56,53.5,31.37,22.12
499.72,47.5,53.63,31.31,22.19
501.42,47.38,53.69,31.19,22.19
503.11,47.19,53.75,31.25,22.19
504.8,47.13,53.75,31.25,22.25
506.48,47.06,53.75,31.25,22.25
508.18,47.06,53.75,31.37,22.31
509.86,47.06,53.56,31.19,22.25
511.56,47.06,53.44,30.87,22.25
513.25,47.0,53.38,30.69,22.25
514.94,47.0,53.31,30.5,22.25
516.62,47.0,53.25,30.25,22.25
518.3,46.94,53.19,30.06,22.31
520.0,46.88,53.06,29.87,22.31
521.69,46.81,53.0,29.69,22.31
523.38,46.75,52.88,29.44,22.37
525.07,46.69,52.88,29.31,22.31
526.76,46.63,52.81,29.19,22.37
528.45,46.56,52.81,29.12,22.37
530.13,46.44,52.81,29.19,22.37
531.82,46.31,52.81,29.31,22.44
533.51,46.19,52.81,29.31,22.44
535.21,46.13,52.81,29.37,22.44
536.9,46.19,52.44,29.44,22.44
538.59,46.19,52.25,29.37,22.44
540.27,46.19,52.19,29.31,22.37
541.97,46.19,51.94,29.31,22.37
543.65,46.19,51.75,29.06,22.37
545.34,46.19,51.56,29.0,22.37
547.04,46.13,51.25,29.12,22.31
548.73,46.13,50.88,29.0,22.25
550.42,46.06,50.75,29.12,22.25
552.1,46.0,50.75,28.81,22.25
553.8,45.94,50.75,28.56,22.25
555.49,45.81,50.75,28.37,22.25
557.17,45.69,50.81,28.37,22.25
558.87,45.56,50.94,28.31,22.25
560.55,45.5,50.94,28.5,22.25
562.24,45.44,50.94,28.5,22.31
563.94,45.38,50.88,28.31,22.25
565.63,45.31,50.75,28.06,22.25
567.32,45.25,50.56,27.81,22.25
569.01,45.25,50.56,27.62,22.25
570.7,45.19,50.5,27.56,22.31
572.38,45.06,50.56,27.5,22.31
574.08,44.94,50.63,27.62,22.37
575.76,44.88,50.69,27.62,22.31
577.46,44.81,50.63,27.81,22.37
579.15,44.63,50.56,27.87,22.44
580.84,44.5,50.56,27.94,22.44
582.54,44.44,50.44,27.87,22.5
584.22,44.38,50.38,27.87,22.5
585.91,44.38,50.31,28.0,22.44
587.61,44.38,50.19,28.19,22.5
589.29,44.38,50.06,28.31,22.5
590.99,44.38,49.88,28.37,22.44
592.67,44.44,49.75,28.37,22.44
594.36,44.38,49.69,28.37,22.44
596.06,44.38,49.63,28.37,22.44
597.73,44.31,49.63,28.5,22.5
599.43,44.38,49.44,28.62,22.44
601.12,44.31,49.31,28.44,22.5
602.81,44.31,49.13,28.25,22.44
604.5,44.25,48.94,28.06,22.44
606.19,44.19,48.88,27.81,22.44
607.87,44.13,48.81,27.56,22.37
609.57,44.13,48.75,27.31,22.44
611.25,44.06,48.63,27.19,22.44
612.96,44.06,48.5,27.06,22.5
614.64,44.06,48.44,27.0,22.5
616.33,44.0,48.44,26.81,22.56
618.02,43.88,48.38,26.75,22.56
619.72,43.81,48.5,26.81,22.56
621.41,43.69,48.44,26.87,22.56
623.09,43.69,48.44,26.75,22.62
624.78,43.69,48.44,26.56,22.62
626.48,43.69,48.25,26.44,22.62
628.17,43.69,48.06,26.37,22.69
629.85,43.63,47.94,26.37,22.69
631.54,43.56,47.81,26.37,22.69
633.24,43.56,47.69,26.31,22.69
634.92,43.5,47.56,26.37,22.75
636.62,43.5,47.5,26.25,22.75
638.31,43.44,47.38,26.19,22.69
640.01,43.38,47.25,26.12,22.69
641.69,43.31,47.31,26.19,22.69
643.38,43.31,47.31,26.19,22.69
645.08,43.31,47.25,26.25,22.69
646.76,43.31,47.25,26.25,22.69
648.45,43.25,47.19,26.19,22.69
650.15,43.13,47.13,26.12,22.75
651.84,43.06,47.13,26.06,22.75
653.53,42.88,47.13,25.94,22.75
655.22,42.75,47.13,25.94,22.75
656.91,42.69,47.06,25.87,22.81
658.6,42.63,47.0,25.75,22.81
660.29,42.56,47.0,25.69,22.81
661.98,42.56,46.94,25.69,22.87
663.67,42.56,46.88,25.62,22.81
665.36,42.56,46.75,25.62,22.87
667.06,42.5,46.63,25.56,22.87
668.74,42.56,46.56,25.44,22.81
670.43,42.5,46.44,25.37,22.81
672.12,42.5,46.19,25.31,22.81
673.82,42.5,45.94,25.12,22.81
675.51,42.5,45.75,25.0,22.75
677.2,42.44,45.56,24.87,22.69
678.88,42.44,45.44,24.69,22.75
680.58,42.38,45.38,24.62,22.75
682.27,42.13,45.31,24.81,22.69
683.96,41.94,45.25,25.12,22.69
685.66,41.81,45.0,25.37,22.69
687.35,41.69,45.0,25.5,22.62
689.04,41.5,44.94,25.5,22.62
690.72,41.44,44.94,25.5,22.62
692.41,41.38,44.88,25.56,22.62
694.11,41.31,44.88,25.56,22.62
695.79,41.25,44.88,25.56,22.69
697.49,41.19,44.88,25.62,22.62
699.18,41.25,44.88,25.75,22.62
700.87,41.25,44.75,25.87,22.69
702.55,41.31,44.56,26.0,22.69
704.25,41.31,44.38,26.12,22.62
705.94,41.31,44.19,26.06,22.62
707.63,41.25,44.13,26.12,22.62
709.33,41.25,44.13,26.19,22.62
711.01,41.25,44.06,26.25,22.56
712.71,41.13,44.13,26.25,22.62
714.39,40.94,44.19,26.19,22.62
716.09,40.94,44.19,26.12,22.62
717.78,40.94,44.0,26.19,22.62
719.46,40.94,43.88,26.06,22.62
721.16,40.94,43.69,25.87,22.56
722.85,40.88,43.63,25.75,22.56
724.54,40.88,43.63,25.87,22.56
726.22,40.81,43.56,25.75,22.56
727.91,40.88,43.44,25.75,22.56
729.61,40.81,43.31,25.87,22.56
731.29,40.75,43.31,25.87,22.56
733.0,40.75,43.25,25.94,22.56
734.68,40.63,43.13,25.94,22.5
736.38,40.56,43.19,25.94,22.56
738.06,40.56,43.19,25.75,22.56
739.75,40.63,43.19,25.69,22.56
741.44,40.44,43.0,25.44,22.62
743.14,40.38,42.69,25.31,22.56
744.82,40.31,42.56,25.31,22.56
746.52,40.31,42.31,25.25,22.5
748.21,40.25,42.06,25.12,22.5
749.9,40.19,41.88,25.12,22.44
751.59,40.13,41.63,24.87,22.37
753.28,40.06,41.56,24.75,22.37
754.97,40.06,41.31,24.81,22.37
756.67,40.0,41.19,24.81,22.31
758.36,39.94,41.06,24.81,22.25
760.05,39.94,40.88,24.62,22.25
761.74,39.88,40.81,24.62,22.25
763.43,39.88,40.75,24.69,22.25
765.12,39.81,40.81,24.69,22.25
766.81,39.81,40.88,24.62,22.25
768.5,39.69,41.0,24.56,22.25
770.2,39.63,41.0,24.69,22.31
771.88,39.56,41.13,24.69,22.37
773.57,39.63,41.13,24.56,22.37
775.26,39.56,41.06,24.44,22.44
788.23,39.56,41.0,24.37,22.44
788.25,39.5,40.94,24.44,22.44
788.26,39.5,40.88,24.5,22.44
788.3,39.44,40.81,24.5,22.44
788.35,39.06,40.88,24.56,22.5
788.38,38.88,40.94,24.56,22.5
788.45,38.81,40.94,24.62,22.5
788.8,38.81,40.88,24.69,22.5
790.49,38.81,40.75,24.56,22.56
792.18,38.81,40.69,24.5,22.56
793.87,38.69,40.63,24.56,22.56
795.55,38.69,40.56,24.62,22.56
797.25,38.75,40.44,24.62,22.5
798.93,38.75,40.31,24.56,22.5
800.63,38.81,40.25,24.56,22.5
802.32,38.75,40.19,24.62,22.56
804.01,38.75,40.13,24.56,22.5
805.71,38.75,40.13,24.56,22.44
807.39,38.75,40.0,24.5,22.5
809.09,38.75,39.94,24.5,22.44
810.76,38.75,39.81,24.56,22.44
812.47,38.69,39.81,24.5,22.44
814.15,38.5,39.88,24.44,22.5
815.85,38.5,39.94,24.5,22.56
817.54,38.38,40.0,24.56,22.5
819.23,38.31,39.94,24.44,22.69
820.92,38.25,40.06,24.37,22.5
822.62,38.0,40.25,24.5,22.69
824.3,37.94,40.38,24.5,22.44
826.0,38.06,40.56,24.5,22.5
827.68,37.81,40.56,24.5,22.5
829.38,37.75,40.44,24.37,22.5
831.06,37.88,40.38,24.19,22.44
832.76,37.81,40.31,24.19,22.44
834.45,37.81,40.25,24.25,22.37
836.14,37.75,40.19,24.19,22.44
837.84,37.69,40.19,24.12,22.37
839.53,37.75,40.13,24.06,22.37
841.21,37.63,40.06,23.94,22.37
